http://who.int/icd#10175_07368d94_d861_421b_b2a0_264c49b96108|A neoplasm composed of spindle to ovoid cells which have morphologic and immunophenotypic characteristics of follicular dendritic cells. It affects lymph nodes and other sites including the tonsils, gastrointestinal tract, spleen, liver, soft tissues, skin, and oral cavity. It usually behaves as a low grade sarcoma.  Recurrences have been reported in up to half of the cases. Cases which present with abdominal involvement and a high morphologic grade usually have a poorer prognosis.|USA National Cancer Institute
http://who.int/icd#C22.2|A malignant liver neoplasm that occurs almost exclusively in infants, although isolated cases in older children and adults have been reported. Grossly, hepatoblastoma is solid, well circumscribed, and more often solitary than multiple. Microscopically, most of the tumors are composed exclusively of immature hepatocytic elements. About a fourth of hepatoblastomas contain a stromal component that may be undifferentiated or develop into bone or cartilage. |USA National Cancer Institute
http://who.int/icd#552_599a597b_6a33_44a6_bf97_915e75834e46|A malignant epithelial tumor of the stomach mucosa. The vast majority of gastric carcinomas are adenocarcinomas, arising from the gastric glandular epithelium.|USA National Cancer Institute
http://who.int/icd#1845_2494a080_32f2_4041_86cd_e358ae853fc5|A neoplasm with neuroendocrine differentiation that arises from the appendix. It includes well differentiated neuroendocrine tumors (low and intermediate grade) and poorly differentiated neuroendocrine carcinomas (high grade).|USA National Cancer Institute
http://who.int/icd#C33|A primary or metastatic malignant neoplasm involving the trachea|USA National Cancer Institute
http://who.int/icd#17534_b047675b_e7d6_403d_8ca9_f59ab5570ff4|A small round cell tumor that lacks morphologic, immunohistochemical, and electron microscopic evidence of neuroectodermal differentiation. It represents one of the two ends of the spectrum called Ewing's sarcoma/peripheral neuroectodermal tumor. It affects mostly males under age 20, and it can occur in soft tissue or bone. Pain and the presence of a mass are the most common clinical symptoms.|USA National Cancer Institute
http://who.int/icd#22800_588c79f3_df65_43e0_903d_add110bf20de|An adenocarcinoma which arises from the exocrine pancreas. Ductal adenocarcinoma and its variants are the most common types of pancreatic adenocarcinoma.|USA National Cancer Institute
http://who.int/icd#10208_07368d94_d861_421b_b2a0_264c49b96108|Post-transplant lymphoproliferative disorder (PTLD) is a polyclonal (benign) or clonal (malignant) proliferation of lymphoid cells that develops as a consequence of immunosuppression in a recipient of a solid organ or bone marrow allograft. PTLDs comprise a spectrum ranging from early, Epstein-Barr virus (EBV)-driven polyclonal lymphoid proliferations to EBV-positive or EBV- negative lymphomas of predominantly B-cell or less often T-cell type. (WHO, 2001)|USA National Cancer Institute
http://who.int/icd#10395_ce88e999_ba9e_41b4_8d8a_b63046b652da|A malignant neoplasm arising from the glandular epithelium of the appendix with invasion of the appendiceal wall beyond the muscularis mucosa. The majority of cases are well differentiated adenocarcinomas with mucinous stroma formation. Clinically, it may present as an abdominal mass or with symptoms of acute appendicitis. Patients with chronic ulcerative colitis are at a higher risk in developing appendiceal adenocarcinomas compared to the general population.|USA National Cancer Institute
http://who.int/icd#C37|Primary or metastatic malignant neoplasm involving the thymus. This category includes malignant thymomas, thymic lymphomas, primary thymic carcinomas, and metastatic carcinomas from other anatomic sites. --2003|USA National Cancer Institute
http://who.int/icd#C85.2|A large B-cell non-Hodgkin lymphoma arising in the mediastinum. Morphologically it is characterized by a massive diffuse lymphocytic proliferation associated with compartmentalizing fibrosis. (WHO, 2001)|USA National Cancer Institute
